CUTM1K,Longitude,Latitude,Taxonomic groups,Genus,Species,Confirmed
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Genista,Genista falcata,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Geranium,Geranium rotundifolium,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Herniaria,Herniaria scabrida,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Hypericum,Hypericum perforatum,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Hypochaeris,Hypochaeris radicata,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Juncus,Juncus acutiflorus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Juncus,Juncus effusus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Lathyrus,Lathyrus pratensis,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Lepidium,Lepidium heterophyllum,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Linum,Linum bienne,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Lolium,Lolium perenne,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Lonicera,Lonicera periclymenum,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Lotus,Lotus corniculatus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Lotus,Lotus pedunculatus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Luzula,Luzula campestris,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Lythrum,Lythrum salicaria,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Melampyrum,Melampyrum pratense,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Mentha,Mentha suaveolens,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Micropyrum,Micropyrum patens,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Molinia,Molinia caerulea,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Myosotis,Myosotis secunda,"1"
PG6835,-6.9715208951,41.8515577182,Reptiles,Natrix,Natrix maura,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Omphalodes,Omphalodes nitida,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Orchis,Orchis coriophora,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Ornithopus,Ornithopus compressus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Ornithopus,Ornithopus perpusillus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Pedicularis,Pedicularis sylvatica,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Petrorhagia,Petrorhagia nanteuilii,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Plantago,Plantago coronopus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Plantago,Plantago lanceolata,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Poa,Poa trivialis,"1"
PG6835,-6.9715208951,41.8515577182,Reptiles,Podarcis,Podarcis guadarramae,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Polygala,Polygala vulgaris,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Polystichum,Polystichum setiferum,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Potamogeton,Potamogeton polygonifolius,"1"
PG6835,-6.9715208951,41.8515577182,Reptiles,Psammodromus,Psammodromus algirus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Pteridium,Pteridium aquilinum,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Quercus,Quercus pyrenaica,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Ranunculus,Ranunculus bulbosus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Ranunculus,Ranunculus repens,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Rhinanthus,Rhinanthus minor,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Rorippa,Rorippa nasturtium-aquaticum,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Rorippa,Rorippa pyrenaica,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Rosa,Rosa squarrosa,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Rubus,Rubus lainzii,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Rubus,Rubus ulmifolius,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Rumex,Rumex acetosa,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Rumex,Rumex acetosella,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Salix,Salix atrocinerea,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Sanguisorba,Sanguisorba minor,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Scleranthus,Scleranthus annuus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Serapias,Serapias lingua,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Solanum,Solanum dulcamara,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Stellaria,Stellaria alsine,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Stellaria,Stellaria graminea,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Taeniatherum,Taeniatherum caput-medusae,"1"
PG6835,-6.9715208951,41.8515577182,Reptiles,Timon,Timon lepidus,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Trifolium,Trifolium glomeratum,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Trisetum,Trisetum flavescens,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Vicia,Vicia hirsuta,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Vulpia,Vulpia bromoides,"1"
PG6835,-6.9715208951,41.8515577182,Flora (vascular plants),Vulpia,Vulpia myuros,"1"
PG6935,-6.9594819025,41.8513443737,Flora (vascular plants),Lythrum,Lythrum salicaria,"1"
PG6935,-6.9594819025,41.8513443737,Flora (vascular plants),Thymelaea,Thymelaea ruizii,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Ailanthus,Ailanthus altissima,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Alnus,Alnus glutinosa,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Andryala,Andryala integrifolia,"1"
PG7035,-6.9474430404,41.8511297681,Amphibians,Bufo,Bufo spinosus,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Bunias,Bunias erucago,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Carduus,Carduus tenuiflorus,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Carthamus,Carthamus lanatus,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Cirsium,Cirsium vulgare,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Cornus,Cornus sanguinea,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Corylus,Corylus avellana,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Cruciata,Cruciata laevipes,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Digitalis,Digitalis purpurea,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Epilobium,Epilobium hirsutum,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Equisetum,Equisetum arvense,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Erysimum,Erysimum linifolium,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Fraxinus,Fraxinus angustifolia,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Genista,Genista falcata,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Geranium,Geranium lucidum,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Geranium,Geranium pyrenaicum,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Geum,Geum hispidum,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Hypericum,Hypericum perforatum,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Hypochaeris,Hypochaeris radicata,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Lactuca,Lactuca serriola,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Lactuca,Lactuca virosa,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Lapsana,Lapsana communis,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Lathyrus,Lathyrus latifolius,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Lathyrus,Lathyrus niger,"1"
PG7035,-6.9474430404,41.8511297681,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Melampyrum,Melampyrum pratense,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Mentha,Mentha suaveolens,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Myosotis,Myosotis ramosissima,"1"
PG7035,-6.9474430404,41.8511297681,Reptiles,Natrix,Natrix maura,"1"
PG7035,-6.9474430404,41.8511297681,Amphibians,Pelophylax,Pelophylax perezi,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Pteridium,Pteridium aquilinum,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Sambucus,Sambucus nigra,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Sedum,Sedum arenarium,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Senecio,Senecio sylvaticus,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Sonchus,Sonchus oleraceus,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Stellaria,Stellaria holostea,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Tordylium,Tordylium maximum,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Trifolium,Trifolium campestre,"1"
PG7035,-6.9474430404,41.8511297681,Flora (vascular plants),Veronica,Veronica anagallis-aquatica,"1"
PG7035,-6.9474430404,41.8511297681,Reptiles,Zamenis,Zamenis scalaris,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Anthus,Anthus trivialis,"1"
PG7135,-6.9354043095,41.8509139016,Flora (vascular plants),Aster,Aster aragonensis,"1"
PG7135,-6.9354043095,41.8509139016,Amphibians,Bufo,Bufo spinosus,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Buteo,Buteo buteo,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Cecropis,Cecropis daurica,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Certhia,Certhia brachydactyla,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Chloris,Chloris chloris,"1"
PG7135,-6.9354043095,41.8509139016,Reptiles,Coronella,Coronella girondica,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Cuculus,Cuculus canorus,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Curruca,Curruca cantillans,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Cyanistes,Cyanistes caeruleus,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Delichon,Delichon urbicum,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Dendrocopos,Dendrocopos major,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Emberiza,Emberiza cirlus,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Erithacus,Erithacus rubecula,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Fringilla,Fringilla coelebs,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Garrulus,Garrulus glandarius,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Hieraaetus,Hieraaetus pennatus,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Hirundo,Hirundo rustica,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Lullula,Lullula arborea,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Luscinia,Luscinia megarhynchos,"1"
PG7135,-6.9354043095,41.8509139016,Reptiles,Malpolon,Malpolon monspessulanus,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Parus,Parus major,"1"
PG7135,-6.9354043095,41.8509139016,Amphibians,Pelophylax,Pelophylax perezi,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Periparus,Periparus ater,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Phoenicurus,Phoenicurus phoenicurus,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Phylloscopus,Phylloscopus bonelli,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Phylloscopus,Phylloscopus ibericus,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Ptyonoprogne,Ptyonoprogne rupestris,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Regulus,Regulus ignicapilla,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Serinus,Serinus serinus,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Sitta,Sitta europaea,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Streptopelia,Streptopelia turtur,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Sylvia,Sylvia atricapilla,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Troglodytes,Troglodytes troglodytes,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Turdus,Turdus merula,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Turdus,Turdus philomelos,"1"
PG7135,-6.9354043095,41.8509139016,Birds,Turdus,Turdus viscivorus,"1"
PG7135,-6.9354043095,41.8509139016,Reptiles,Zamenis,Zamenis scalaris,"1"
PG7235,-6.9233657106,41.8506967741,Amphibians,Bufo,Bufo spinosus,"1"
PG7235,-6.9233657106,41.8506967741,Amphibians,Pelophylax,Pelophylax perezi,"1"
PG7235,-6.9233657106,41.8506967741,Amphibians,Salamandra,Salamandra salamandra,"1"
PG7235,-6.9233657106,41.8506967741,Amphibians,Triturus,Triturus marmoratus,"1"
PG7335,-6.9113272444,41.8504783857,Birds,Ciconia,Ciconia ciconia,"1"
PG7335,-6.9113272444,41.8504783857,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG7335,-6.9113272444,41.8504783857,Amphibians,Pelophylax,Pelophylax perezi,"1"
PG7435,-6.8992889117,41.8502587364,Amphibians,Alytes,Alytes obstetricans,"1"
PG7435,-6.8992889117,41.8502587364,Amphibians,Bufo,Bufo spinosus,"1"
PG7435,-6.8992889117,41.8502587364,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG7435,-6.8992889117,41.8502587364,Reptiles,Natrix,Natrix astreptophora,"1"
PG7435,-6.8992889117,41.8502587364,Reptiles,Natrix,Natrix maura,"1"
PG7435,-6.8992889117,41.8502587364,Reptiles,Psammodromus,Psammodromus algirus,"1"
PG7435,-6.8992889117,41.8502587364,Amphibians,Rana,Rana iberica,"1"
PG7435,-6.8992889117,41.8502587364,Amphibians,Salamandra,Salamandra salamandra,"1"
PG7435,-6.8992889117,41.8502587364,Reptiles,Timon,Timon lepidus,"1"
PG7435,-6.8992889117,41.8502587364,Amphibians,Triturus,Triturus marmoratus,"1"
PG7435,-6.8992889117,41.8502587364,Reptiles,Zamenis,Zamenis scalaris,"1"
PG7535,-6.8872507133,41.8500378263,Amphibians,Alytes,Alytes obstetricans,"1"
PG7535,-6.8872507133,41.8500378263,Flora (vascular plants),Anthoxanthum,Anthoxanthum amarum,"1"
PG7535,-6.8872507133,41.8500378263,Flora (vascular plants),Jasione,Jasione sessiliflora,"1"
PG7535,-6.8872507133,41.8500378263,Amphibians,Pelobates,Pelobates cultripes,"1"
PG7535,-6.8872507133,41.8500378263,Flora (vascular plants),Phalacrocarpum,Phalacrocarpum oppositifolium,"1"
PG7535,-6.8872507133,41.8500378263,Reptiles,Timon,Timon lepidus,"1"
PG7635,-6.8752126499,41.8498156554,Amphibians,Bufo,Bufo spinosus,"1"
PG7635,-6.8752126499,41.8498156554,Reptiles,Coronella,Coronella girondica,"1"
PG7635,-6.8752126499,41.8498156554,Birds,Falco,Falco peregrinus,"1"
PG7635,-6.8752126499,41.8498156554,Amphibians,Hyla,Hyla molleri,"1"
PG7635,-6.8752126499,41.8498156554,Reptiles,Psammodromus,Psammodromus algirus,"1"
PG7635,-6.8752126499,41.8498156554,Amphibians,Salamandra,Salamandra salamandra,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Andryala,Andryala integrifolia,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Anthus,Anthus campestris,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Apus,Apus apus,"1"
PG7735,-6.8631747224,41.8495922238,Amphibians,Bufo,Bufo spinosus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Buteo,Buteo buteo,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Campanula,Campanula rapunculus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Carduelis,Carduelis carduelis,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Castanea,Castanea sativa,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Cecropis,Cecropis daurica,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Chloris,Chloris chloris,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Ciconia,Ciconia ciconia,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Circaetus,Circaetus gallicus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Columba,Columba palumbus,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Convolvulus,Convolvulus arvensis,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Corvus,Corvus corone,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Corylus,Corylus avellana,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Cyanistes,Cyanistes caeruleus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Delichon,Delichon urbicum,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Dendrocopos,Dendrocopos major,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Emberiza,Emberiza calandra,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Emberiza,Emberiza cia,"1"
PG7735,-6.8631747224,41.8495922238,Mammals,Erinaceus,Erinaceus europaeus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Erithacus,Erithacus rubecula,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Falco,Falco peregrinus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Ficedula,Ficedula hypoleuca,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Fringilla,Fringilla coelebs,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Gallinula,Gallinula chloropus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Garrulus,Garrulus glandarius,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Hirundo,Hirundo rustica,"1"
PG7735,-6.8631747224,41.8495922238,Amphibians,Hyla,Hyla molleri,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Hypericum,Hypericum perforatum,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Jasione,Jasione montana,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Lanius,Lanius collurio,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Lanius,Lanius senator,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Linaria,Linaria cannabina,"1"
PG7735,-6.8631747224,41.8495922238,Amphibians,Lissotriton,Lissotriton boscai,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Luscinia,Luscinia megarhynchos,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Merops,Merops apiaster,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Milvus,Milvus migrans,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Milvus,Milvus milvus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Motacilla,Motacilla alba,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Motacilla,Motacilla flava,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Muscicapa,Muscicapa striata,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Nerium,Nerium oleander,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Oriolus,Oriolus oriolus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Parus,Parus major,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Passer,Passer domesticus,"1"
PG7735,-6.8631747224,41.8495922238,Amphibians,Pelophylax,Pelophylax perezi,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Phoenicurus,Phoenicurus ochruros,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Phoenicurus,Phoenicurus phoenicurus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Phylloscopus,Phylloscopus bonelli,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Pica,Pica pica,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Plantago,Plantago lanceolata,"1"
PG7735,-6.8631747224,41.8495922238,Reptiles,Podarcis,Podarcis guadarramae,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Podiceps,Podiceps cristatus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Prunella,Prunella modularis,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Prunella,Prunella vulgaris,"1"
PG7735,-6.8631747224,41.8495922238,Reptiles,Psammodromus,Psammodromus algirus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Ptyonoprogne,Ptyonoprogne rupestris,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Rumex,Rumex obtusifolius,"1"
PG7735,-6.8631747224,41.8495922238,Amphibians,Salamandra,Salamandra salamandra,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Saxicola,Saxicola rubicola,"1"
PG7735,-6.8631747224,41.8495922238,Mammals,Sciurus,Sciurus vulgaris,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Senencio,Senencio jacobaea,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Serinus,Serinus serinus,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Sitta,Sitta europaea,"1"
PG7735,-6.8631747224,41.8495922238,Flora (vascular plants),Stellaria,Stellaria media,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Streptopelia,Streptopelia decaocto,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Sturnus,Sturnus unicolor,"1"
PG7735,-6.8631747224,41.8495922238,Birds,Tachybaptus,Tachybaptus ruficollis,"1"
